,mols_bitter,T_F,bitter_smiles,bitter,Reference
867,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AAD0>,False,O(C(=O)C(CC)C)CC(NC(=O)C(N)CC(O)=O)CO,False,Rojas et al. (2017)
868,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AB20>,False,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)O,False,Wiener et al. (2017) - Phyto-Dictionary
869,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AB70>,False,C([C@@H]1[C@H]([C@@H]([13C@H]([13CH](O1)O)O)O)O)O,False,SuperSweet
870,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ABC0>,False,COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2O,False,Rojas et al. (2017)
871,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AC10>,False,COc1ccc(cc1O)CCc1ccc(cc1)C(=O)O,False,Rojas et al. (2017)
872,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AC60>,False,CCCC(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
873,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ACB0>,False,C/C=C(\C)/C(=O)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
874,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AD00>,False,C=C(C)[C@@H](CC1)CC=C1C=O,False,Wiener et al. (2017) - Phyto-Dictionary
875,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AD50>,False,CC(C)/C=C(\C=O)/C1=CC=CC=C1,False,The Good Scents Company Database
876,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ADA0>,False,CNC1=CC=CC=C1C(=O)OC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
877,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ADF0>,False,CCCCCC(=O)OCCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
878,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AE40>,False,OCC1OCC(C1O)O,False,Rojas et al. (2017)
879,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AE90>,False,CC(=C)C1CCC(=CC1)CO,False,The Good Scents Company Database
880,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AEE0>,False,S,False,ToxNet
881,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AF30>,False,Clc1ccc2c(c1)S(=O)(=O)NC2=O,False,Rojas et al. (2017)
882,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06AF80>,False,CC(=CC=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
883,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051030>,False,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,False,The Good Scents Company Database
884,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051080>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CCC1)C,False,Rojas et al. (2017)
885,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0510D0>,False,C/C(=C\C1=CC=CC=C1)/C=O,False,The Good Scents Company Database
886,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051120>,False,CC(C)CCOC(=O)C(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
887,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051170>,False,o1cccc1CC(NC(=O)C(N)CC(O)=O)C,False,Rojas et al. (2017)
888,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0511C0>,False,COc1ccc(cc1O)CCCCc1ccccc1,False,Rojas et al. (2017)
889,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051210>,False,C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,False,ToxNet
890,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051260>,False,CCCCCC(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
891,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0512B0>,False,CCCCC(CC1=CC=CC=C1)O,False,The Good Scents Company Database
892,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051300>,False,C([C@@H](C(=O)O)N)C(=O)N,False,The Good Scents Company Database
893,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051350>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CC(C1)C)(C)C,False,Rojas et al. (2017)
894,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0513A0>,False,CCCCOC(=O)CC1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
895,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0513F0>,False,COc1ccc(cc1O)CCc1cccc(c1)C(=O)O,False,Rojas et al. (2017)
896,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051440>,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
897,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051490>,False,CC(C)CC(=O)O,False,The Good Scents Company Database
898,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0514E0>,False,COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O,False,Rojas et al. (2017)
899,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051530>,False,OC[C@@H]1[C@@H](OC)[C@H](O)[C@@H](O)[C@H](O1)O[C@H]([C@H]2CO)[C@H](O)[C@@H](O)[C@H](O2)OC,False,Wiener et al. (2017) - Phyto-Dictionary
900,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051580>,False,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,False,Rojas et al. (2017)
901,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0515D0>,False,CCC/C=C/C(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
902,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051620>,False,CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,False,SuperSweet
903,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051670>,False,CCCCCCC1(CCC(=O)O1)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
904,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0516C0>,False,C(C1C([C@@H]([C@@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
905,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051710>,False,S(CC(NC(=O)C(N)CC(O)=O)C(OC)=O)CC,False,Rojas et al. (2017)
906,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051760>,False,[Rn],False,ToxNet
907,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0517B0>,False,CC1=CC=NC2=CC=CC=C12,False,The Good Scents Company Database
908,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051800>,False,O(C(=O)C(CNC(=O)C(N)CC(O)=O)C)C1CCCC1,False,Rojas et al. (2017)
909,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051850>,False,CCCCCCCCC(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
910,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0518A0>,False,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)CC,False,Rojas et al. (2017)
911,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0518F0>,False,CC1(CCCC(O1)(C)C=C)C,False,The Good Scents Company Database
912,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051940>,False,CC(C)COC(=O)C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
913,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051990>,False,Fc1ccc2c(c1)S(=O)(=O)NC2=O,False,Rojas et al. (2017)
914,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0519E0>,False,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@](CO7)(CO)O)O)C)(C)C(=O)O,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
915,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051A30>,False,CCOC(=O)CCC1=CC=CC=C1O,False,The Good Scents Company Database
916,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051A80>,False,O(C(=O)C1CCC1C)CC(NC(=O)C(N)CC(O)=O)C,False,Rojas et al. (2017)
917,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051AD0>,False,[13CH2]([C@@H]1[C@H]([C@@H]([C@H]([13CH](O1)O)O)O)O)O,False,SuperSweet
918,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051B20>,False,S(C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,False,Rojas et al. (2017)
919,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051B70>,False,CCCCCCCCC(=O)OCC=C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
920,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051BC0>,False,COc1ccc(cc1O)C1Oc2c(S1)cccc2,False,Rojas et al. (2017)
921,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051C10>,False,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,False,SuperSweet
922,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051C60>,False,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O1)O,False,Wiener et al. (2017) - Phyto-Dictionary
923,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051CB0>,False,CC(=CCC/C(=C\CS)/C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
924,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051D00>,False,COC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC(=O)O)N,False,SuperSweet
925,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051D50>,False,OCC1OC(OC23CCC4C(C2)(CC3=C)CCC2C4(C)CCCC2(C)C(=O)O)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(CO)C(C(C1O)O)O,False,Rojas et al. (2017)
926,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051DA0>,False,CCCCCC(=O)OCC=C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
927,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051DF0>,False,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,False,ToxNet
928,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051E40>,False,CCCCOC(=O)C1=CC=CC=C1N,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
929,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051E90>,False,CCCCCCC(=CC1=CC=CC=C1)C=O,False,The Good Scents Company Database
930,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051EE0>,False,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)CC,False,Rojas et al. (2017)
931,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051F30>,False,O(C(=O)CCNC(=O)C(N)CC(O)=O)C1CCCCC1,False,Rojas et al. (2017)
932,<rdkit.Chem.rdchem.Mol object at 0x00000201DE051F80>,False,C([C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
933,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F030>,False,Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O,False,Rojas et al. (2017)
934,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F080>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CCC,False,Rojas et al. (2017)
935,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F0D0>,False,C[C@H]1CC[C@@H](O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)C3CC[C@H]4[C@@]3(CC[C@@H]5[C@@H]4CC(=O)[C@H]6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,False,SuperSweet
936,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F120>,False,CCC(C)C(=O)OC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
937,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F170>,False,CCCCC/C=C/C=C/CO,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
938,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F1C0>,False,COc1ccc(cc1O)C1OCc2c(C1)cccc2,False,Rojas et al. (2017)
939,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F210>,False,C1CCC(CC1)NS(=O)(=O)O.[Na],False,SuperSweet
940,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F260>,False,CCC1CCC(=O)O1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
941,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F2B0>,False,COc1ccc(cc1O)c1cc(=O)c2c(o1)cccc2O,False,Rojas et al. (2017)
942,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F300>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)C1CCCCC1,False,Rojas et al. (2017)
943,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F350>,False,S1(OC(=CC(=O)N1)C)(=O)=O.O(C(=O)C(NC(=O)C(N)CC(O)=O)Cc1ccccc1)C,False,Rojas et al. (2017)
944,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F3A0>,False,C[C@@H]1CCC(O[C@@H]1O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)[C@@H](C)C3CC[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC(=O)[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C,False,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
945,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F3F0>,False,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)CO,False,Rojas et al. (2017)
946,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F440>,False,CCCCCCOC(=O)C1=CC=CC=C1,False,The Good Scents Company Database
947,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F490>,False,O1C(CO)C(O)C(O)C(O)C1OC(C(O)C(O)C(=O)CO)CO,False,Rojas et al. (2017)
948,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F4E0>,False,O(C(=O)CC(NC(=O)C(N)CC(O)=O)C)C,False,Rojas et al. (2017)
949,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F530>,False,CC(C)CC(=O)CC1=CC=CC=C1,False,The Good Scents Company Database
950,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F580>,False,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,False,The Good Scents Company Database
951,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F5D0>,False,COc1ccc(cc1)C1OCc2c(S1)cccc2,False,Rojas et al. (2017)
952,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F620>,False,CC1=CC(=C(S1)C)C(=O)C,False,The Good Scents Company Database
953,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F670>,False,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N,False,The Good Scents Company Database
954,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F6C0>,False,OC(=O)CCNC(=S)Nc1ccc(cc1)N(=O)=O,False,Rojas et al. (2017)
955,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F710>,False,CC1=CC=C(C=C1)C(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
956,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F760>,False,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,False,ToxNet
957,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F7B0>,False,[13CH2]([13C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,False,SuperSweet
958,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F800>,False,CCCCC/C=C/CO,False,The Good Scents Company Database
959,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F850>,False,COc1ccc(cc1O)CC(c1ccccc1)C(=O)O,False,Rojas et al. (2017)
960,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F8A0>,False,CC(=CCCC(=C)C=C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
961,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F8F0>,False,COCC(=O)CO,False,Rojas et al. (2017)
962,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F940>,False,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,False,SuperSweet
963,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F990>,False,COc1ccc(cc1O)CCc1cccc(c1)C,False,Rojas et al. (2017)
964,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06F9E0>,False,[14CH2]([14C@H]([14C@H]([14C@@H]([14C@H]([14CH2]O)O)O)O)O)O,False,SuperSweet
965,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FA30>,False,O(C(C)(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O,False,Rojas et al. (2017)
966,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FA80>,False,CCC(=O)CSC,False,The Good Scents Company Database
967,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FAD0>,False,COC1=CC=CC=C1C=CC=O,False,The Good Scents Company Database
968,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FB20>,False,Oc1ccc(cc1O)C1OCc2c(S1)cccc2,False,Rojas et al. (2017)
969,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FB70>,False,C([C@H]1[C@H]([C@H]([C@H]([C@H](O1)O)O)O)O)O,False,SuperSweet
970,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FBC0>,False,OC(=O)CC(N)C(=O)NC(CCCCCC)C,False,Rojas et al. (2017)
971,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FC10>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CC,False,Rojas et al. (2017)
972,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FC60>,False,C(CCC(=O)O)CCN,False,ToxNet
973,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FCB0>,False,CCCCC/C=C/CC(=O)OC,False,The Good Scents Company Database
974,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FD00>,False,C([C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O)O,False,SuperSweet
975,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FD50>,False,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,False,ToxNet
976,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FDA0>,False,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,False,SuperSweet
977,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FDF0>,False,CCCCC/C=C/C(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
978,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FE40>,False,CCCCCCCCCC(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
979,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FE90>,False,CCCCCC1=C(CCC1=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
980,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FEE0>,False,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,False,ToxNet
981,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FF30>,False,OCC1OC(O)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O,False,Rojas et al. (2017)
982,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06FF80>,False,C1CCC2C(C1)CCC(=O)O2,False,The Good Scents Company Database
983,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066030>,False,CCCCCC#CC(=O)OC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
984,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066080>,False,CCCCCCCCCCOC(=O)CCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
985,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0660D0>,False,COc1ccc(cc1O)CCc1ccccc1C(C)C,False,Rojas et al. (2017)
986,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066120>,False,CC1=CCCC(C1C(=O)CC=C)(C)C,False,The Good Scents Company Database
987,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066170>,False,C=CC1=CC=C(C=C1)O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
988,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0661C0>,False,C([C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,False,SuperSweet
989,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066210>,False,CCCCCCCC(=O)OC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
990,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066260>,False,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,False,ToxNet
991,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0662B0>,False,C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)O,False,SuperSweet
992,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066300>,False,C1=CN=C(C=N1)CO,False,The Good Scents Company Database
993,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066350>,False,CC(C)CC(=O)OCC(C)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
994,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0663A0>,False,[Br-].[Br-].[Hg+].[Hg+],False,ToxNet
995,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0663F0>,False,COc1ccc(cc1O)CCc1ccccc1O,False,Rojas et al. (2017)
996,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066440>,False,C([C@@H]1[C@H]([C@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,False,SuperSweet
997,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066490>,False,COc1ccc(cc1O)CCc1ccccc1,False,Rojas et al. (2017)
998,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0664E0>,False,CCCCCCOC(=O)C(C)O,False,The Good Scents Company Database
999,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066530>,False,COc1ccc(cc1O)C1OC(=O)c2c(C1)cccc2O,False,Rojas et al. (2017)
1000,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066580>,False,CC(=O)OC/C=C/C1=CC=CC=C1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1001,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0665D0>,False,CC/C=C\CCOC(=O)C(C)CC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1002,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066620>,False,C1=CC=C(C=C1)COC=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1003,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066670>,False,Cc1ccc2c(c1)S(=O)(=O)NC2=O,False,Rojas et al. (2017)
1004,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0666C0>,False,C([C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O)CO)O)O)O)O,False,SuperSweet
1005,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066710>,False,C([C@@H]1[C@H]([C@@H]([13C@H]([13C@H](O1)O)O)O)O)O,False,SuperSweet
1006,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066760>,False,CCCCC1CCC(=O)O1,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1007,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0667B0>,False,COc(c1O)c(O)cc(c12)O[C@@H]([C@H](C2=O)O)c(c3)ccc(O)c3O,False,Wiener et al. (2017) - Phyto-Dictionary
1008,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066800>,False,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)C,False,Rojas et al. (2017)
1009,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066850>,False,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,False,SuperSweet
1010,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0668A0>,False,CC1=C(C(=CC=C1)C)O,False,The Good Scents Company Database
1011,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0668F0>,False,CCCCCCCCCC(=O)OCC=C,False,The Good Scents Company Database
1012,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066940>,False,COc1ccc(cc1O)CSc1ccccc1,False,Rojas et al. (2017)
1013,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066990>,False,CCCC(C)C=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1014,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0669E0>,False,CCCCC(=O)OCC,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1015,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066A30>,False,O(C(=O)CCNC(=O)C(N)CC(O)=O)C1CCCC1,False,Rojas et al. (2017)
1016,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066A80>,False,O(C(CCC)C)C(=O)CCNC(=O)C(N)CC(O)=O,False,Rojas et al. (2017)
1017,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066AD0>,False,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1018,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066B20>,False,C[C@H]1CC(=O)C(=O)[C@H]1C,False,The Good Scents Company Database
1019,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066B70>,False,CC(NC(=O)C12CC3CC(C2)CC(C1)C3)NC(=O)C(CC(=O)O)N,False,Rojas et al. (2017)
1020,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066BC0>,False,O=C1OC(Cc2c1cccc2)c1ccc(c(c1)O)O,False,Rojas et al. (2017)
1021,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066C10>,False,CC1CCC(=O)C1=O,False,Fenaroli鈥檚 Handbook of Flavor Ingredient
1022,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066C60>,False,C([C@@H]([C@H]([C@@H]([C@@H]([13CH2]O)O)O)O)O)O,False,SuperSweet
1023,<rdkit.Chem.rdchem.Mol object at 0x00000201DE066CB0>,False,OC(C(O)CO)C(O)C=O,False,Rojas et al. (2017)
