order,id,name,SMILES,cid
9130,s_20276,CID54148725,COC1CC(C(OC1OC)CO)O,54148725
9131,s_20277,CID54170885,COCC1C(C(C(C(O1)OC)O)OC)O,54170885
9132,s_20278,CID54194100,C(C1C(C(C(C(O1)(O)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,54194100
9133,s_20279,CID54249633,C(C1C(C(C(C(O1)OCC(CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,54249633
9134,s_20280,CID54292281,CCCCCOC1C(C(C(C(O1)CO)O)O)O,54292281
9135,s_20282,CID54321691,CCOC1CCC(C(O1)CO)O,54321691
9136,s_20283,CID54351900,C(C1C(C(C(C(O1)OCC(C(CO)O)O)O)O)O)O,54351900
9137,s_20286,CID54362427,C1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,54362427
9138,s_20288,CID54363528,CC(C)OC1C(C(C(C(O1)CO)O)O)O,54363528
9139,s_20294,CID54421096,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COCC(CO)O)O)O)O)O,54421096
9140,s_20295,CID54453238,C1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O,54453238
9141,s_20296,CID54453901,C1C(C(C(CO1)O)OC2C(C(C(C(O2)CO)O)O)O)O,54453901
9142,s_20297,CID54456844,CCOC1C(C(C(C(O1)CO)O)O)O,54456844
9143,s_20301,CID54540528,CC1C(C(C(C(O1)OC)O)O)OC,54540528
9144,s_20303,CID54549170,CC1C(C(C(C(O1)OC)OC)O)O,54549170
9145,s_20304,CID54564397,C1C(C(C(C(O1)OC2COC(C(C2O)O)CO)O)O)O,54564397
9146,s_20305,CID54572698,C(C1C(C(C(C(O1)OCC(COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)O,54572698
9147,s_20306,CID54759162,C(C1C(C(C(C(O1)OC2C(C(OC2(CO)O)CO)O)O)O)O)O,54759162
9148,s_20307,CID56596546,CCCOC1C(C(C(C(O1)CO)O)O)O,56596546
9149,s_20308,CID56603822,C(CCO)CCOC1C(C(C(C(O1)CO)O)O)O,56603822
9150,s_20309,CID56630667,C1C(OC(C(C1O)OC2C(C(C(C(O2)CO)O)O)O)O)CO,56630667
9151,s_20311,CID57008544,C(C1C(C(C(C(O1)OC2(C(C(C(C(O2)CO)O)O)O)O)O)O)O)O,57008544
9152,s_20312,CID57010447,CCCCOCC1C(C(C(C(O1)OC)O)O)O,57010447
9153,s_20314,CID57015141,C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O,57015141
9154,s_20315,CID57025446,CCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)O,57025446
9155,s_20316,CID57031297,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,57031297
9156,s_20318,CID57066580,C1C(C(C(C(O1)CO)O)O)(O)OC2C(C(C(C(O2)CO)O)O)O,57066580
9157,s_20319,CID57122031,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)OCC(CO)O)O)O,57122031
9158,s_20326,CID57195169,C(COCC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,57195169
9159,s_20328,CID57238170,CCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)O,57238170
9160,s_20329,CID57263958,CCC(CC)OC1C(C(C(C(O1)CO)O)O)O,57263958
9161,s_20330,CID57265344,CCCOC1C(C(C(C(O1)CO)O)O)OC,57265344
9162,s_20331,CID57272854,CCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)O,57272854
9163,s_20334,CID57345277,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O,57345277
9164,s_20341,CID57695700,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(CO)CO)CO)O)O)O)O,57695700
9165,s_20342,CID57695701,C(C1C(C(C(O1)(CO)OC2C(OC(C(C2O)O)OC(CO)CO)CO)O)O)O,57695701
9166,s_20343,CID57695702,C(C1C(C(C(O1)(CO)OC2C(OC(C(C2O)O)OCC(CO)O)CO)O)O)O,57695702
9167,s_20345,CID57695704,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC(CO)O)CO)O)O)O)O,57695704
9168,s_20347,CID57704059,CC1(C(C(C(C(O1)O)OC)O)O)OC,57704059
9169,s_20348,CID57735986,CCCOC1C(C(C(C(O1)COC)O)O)O,57735986
9170,s_20349,CID57751761,CC(C)OC1C(C(CC(O1)CO)O)O,57751761
9171,s_20350,CID57775944,CC1C(C(CC(O1)OC(C)C)OC)O,57775944
9172,s_20351,CID57806008,CCC(C)OC1C(CC(C(O1)C)O)O,57806008
9173,s_20354,CID57823254,CCCOC1C(C(C(C(O1)C)O)O)O,57823254
9174,s_20355,CID57824481,CCCOC1C(C(OC(C1O)OC)C)O,57824481
9175,s_20360,CID57879908,COC1C(OC(C(C1O)OCCO)OC)CO,57879908
9176,s_20361,CID57940286,CC(C)OC1C(C(CC(O1)COC)O)O,57940286
9177,s_20364,CID58040644,CCCOC1C(C(C(C(O1)CO)(O)O)O)O,58040644
9178,s_20365,CID58059732,[CH2-]OC1C(OC(C(C1O[CH2-])O[CH2-])O[CH2-])CO.[Rf].[Rf].[Rf].[Rf],58059732
9179,s_20374,CID58183867,C1C(C(C(O1)(CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,58183867
9180,s_20376,CID58213413,[CH]1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,58213413
9181,s_20380,CID58213459,C1C(OC(C(C1(O)OC2C(C(C(C(O2)CO)O)O)O)O)O)CO,58213459
9182,s_20381,CID58265369,C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O,58265369
9183,s_20383,CID58301384,CCCC(CO)OC(CC)OC1C(OC(C(C1O)O)O)CO,58301384
9184,s_20386,CID58351750,CC(C)OC1C(C(C(C(O1)CO)O)O)OC,58351750
9185,s_20387,CID58444029,COCCOCCOCC1C(C(C(C(O1)O)O)O)O,58444029
9186,s_20389,CID58482138,C1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)O)CO)O)O,58482138
9187,s_20394,CID58669405,CC(C(C(C(COC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,58669405
9188,s_20395,CID58699843,C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,58699843
9189,s_20399,CID58862400,CC(C(C(COC1C(C(C(C(O1)CO)O)O)O)O)O)O,58862400
9190,s_20402,CID58905859,CC(C)OC1C(OC(C(C1O)O)OC(C)C)CO,58905859
9191,s_20406,CID59022366,COC(C(CO)O)C(C(COC1C(C(C(C(O1)CO)O)O)O)O)OC,59022366
9192,s_20407,CID59024526,COCC1C(C(C(C(O1)OC)OCOC)OC)O,59024526
9193,s_20409,CID59059867,CCOC1C(C(C(C(O1)CO)O)O)O.[Ac].[Ac].[Ac].[Ac],59059867
9194,s_20410,CID59059875,CCC(C)OC1C(C(C(C(O1)CO)O)O)O.[Ac].[Ac].[Ac].[Ac],59059875
9195,s_20412,CID59059977,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],59059977
9196,s_20413,CID59074630,CCCOC1C(C(C(C(O1)CO)O)O)O.[Ac].[Ac].[Ac].[Ac],59074630
9197,s_20417,CID59101138,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],59101138
9198,s_20420,CID59111037,CC(C)OC1C(C(C(C(O1)C(O)O)O)O)O,59111037
9199,s_20422,CID59169495,CCCCCOC1C(C(C(C(O1)C)O)O)O,59169495
9200,s_20425,CID59348397,C1C(COC(C1O)O)OC2C(C(C(C(O2)CO)O)O)O,59348397
9201,s_20432,CID59514401,[CH2-]COC1C(C(C(C(O1)CO)O)O)O.[Rf],59514401
9202,s_20433,CID59514406,[CH2-]OC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O.[Rf],59514406
9203,s_20437,CID59574111,C1C(OC(C(C1OC2C(C(C(C(O2)CO)O)O)O)O)O)CO,59574111
9204,s_20439,CID59574114,C(C1C(C(C(C(O1)OC(CC(CO)O)C(CO)O)O)O)O)O,59574114
9205,s_20440,CID59629099,CCCCCOC1C(C(C(C(O1)CO)(O)O)O)O,59629099
9206,s_20444,CID59660913,CCCOCCOCCOCC1C(C(C(C(O1)O)O)O)O,59660913
9207,s_20445,CID59661875,CC1C(C(C(C(O1)OC(C)C)OC)OC)O,59661875
9208,s_20449,CID59872359,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],59872359
9209,s_20450,CID59872360,CC(C(C(C(COC1C(C(C(C(O1)CO)O)O)O)O)O)O)O.[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac].[Ac],59872360
9210,s_20453,CID59904158,C1C(OC(C(C1O)O)OC2C(OCC(C2O)O)CO)CO,59904158
9211,s_20455,CID59912513,C(C1C(C(C(C(O1)OC2C(OC(C2O)O)CO)O)O)O)O,59912513
9212,s_20457,CID59932066,COC1CC(OC(C1O)OC)CO,59932066
9213,s_20458,CID59932088,COCC1CC(C(C(O1)OC)O)OC,59932088
9214,s_20459,CID59967020,CCOC1CC(C(C(O1)CO)O)O,59967020
9215,s_20461,CID60041168,CC(C(C(C(CO)O)OC1C(C(C(C(O1)CO)OC)O)O)O)O,60041168
9216,s_20466,CID60078967,CC(C(C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O)O)O,60078967
9217,s_20470,CID60122943,CCC(COC1C(C(C(C(O1)CO)O)O)O)O,60122943
9218,s_20474,CID66600964,COCCOCCOC1C(C(C(C(O1)CO)O)O)O,66600964
9219,s_20475,CID66601034,C(COCCOC1C(C(C(C(O1)CO)O)O)O)O,66601034
9220,s_20479,CID66822116,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)OCC(CO)O)O)O)O)O)O,66822116
9221,s_20480,CID66846134,C1C(C(C(C(O1)(COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,66846134
9222,s_20481,CID66964417,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O.O,66964417
9223,s_20483,CID67351891,C(CO)COC1C(C(C(C(O1)CO)O)O)O,67351891
9224,s_20484,CID67366665,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COCO)O)O)O)O,67366665
9225,s_20508,CID67533353,CCC(O)OC1C(C(C(C(O1)CO)O)O)O,67533353
9226,s_20533,CID68981109,C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,68981109
9227,s_20540,CID69910058,C1C(C(C(C(O1)(CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,69910058
9228,s_20574,CID71122742,C(C1C(C(C(C(O1)OC2(C(OC(C(C2O)O)O)CO)O)O)O)O)O,71122742
9229,s_20576,CID72710558,CC1C(C(C(C(O1)OCCO)O)O)O,72710558
9230,s_20577,CID77933344,CCCOC1CC(OC(C1O)C)OC,77933344
9231,s_20578,CID86617935,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.C(C(C(CO)O)O)O,86617935
9232,s_20580,CID87773300,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)C(O)(O)O)O)O)O)O,87773300
9233,s_20584,CID90728282,CCCOCCOCCOC1CC(C(C(O1)CO)O)O,90728282
9234,s_20593,CID90955620,C(COC1C(C(C(C(O1)CO)O)O)O)O,90955620
9235,s_20597,CID91071931,COCCOCCOCCOC1C(C(C(C(O1)CO)O)O)O,91071931
9236,s_20599,CID91145095,C1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,91145095
9237,s_20607,CID91194955,CCCCOC1C(OC(C(C1O)O)OCCC)CO,91194955
9238,s_20608,CID91217274,CCC(C)OC1CC(C(C(O1)CO)O)O,91217274
9239,s_20610,CID91332636,C1C(OC(C(C1O)O)OCOC2C(C(C(C(O2)CO)O)O)O)CO,91332636
9240,s_20615,CID91397843,C(C1C(C(C(C(O1)OC(CO)C(C(CO)O)O)O)O)O)O,91397843
9241,s_20625,CID91557427,C1C(OC(C1O)OC2C(C(C(C(O2)CO)O)O)O)CO,91557427
9242,s_20626,CID91600064,CCCCCOC1C(C(CC(O1)CO)O)O,91600064
9243,s_20629,CID91606477,C(C1C(C(C(C(O1)OCC2C(C(C(O2)O)O)O)O)O)O)O,91606477
9244,s_20630,CID91858046,C1C(C(C(C(O1)OC2C(C(OC(C2O)O)CO)O)O)O)O,91858046
9245,s_20631,CID121225574,[CH2-]CCCOC1C(C(C(C(O1)CO)O)O)O,121225574
9246,s_20632,CID441487,C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O,441487
9247,s_20642,CID12304900,C(C1C(C(C(C(O1)OC(CO)C(C(C(CO)O)O)O)O)O)O)O,12304900
9248,s_20646,CID12305017,C1C(C(C(C(O1)(CO)O)O)O)OC2C(C(C(C(O2)CO)O)O)O,12305017
9249,s_20651,CID12897874,C(C1C(C(C(O1)(CO)OCC2C(C(C(C(O2)O)O)O)O)O)O)O,12897874
9250,s_20654,CID13059943,CCCCOC1C(C(C(C(O1)C)O)O)O,13059943
9251,s_20656,CID13059951,CCCCCCOC1C(C(C(C(O1)C)O)O)O,13059951
9252,s_20657,CID13122553,CC1C(C(C(C(O1)OC)OC)OC)O,13122553
9253,s_20658,CID13641754,CC(C)OC1CCC(C(O1)CO)O,13641754
9254,s_20659,CID13771705,C(C1C(C(C(C(O1)OCC2(C(C(C(O2)CO)O)O)O)O)O)O)O,13771705
9255,s_20664,CID14029492,C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O,14029492
9256,s_20668,CID14212063,CC(C)OC1CC(C(C(O1)CO)O)O,14212063
9257,s_20672,CID15135477,C(C1C(C(C(O1)OC2C(OC(C(C2O)O)OCC(CO)O)CO)O)O)O,15135477
9258,s_20684,CID45357325,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,45357325
9259,s_20685,CID45360385,CCC(C)OC1C(C(C(C(O1)CO)O)O)O,45360385
9260,s_20694,CID46782271,CC(C)O.COC1C(C(C(C(O1)CO)O)O)O,46782271
9261,s_20712,CID50909874,CC1C(C(C(C(O1)OC(CO)C(C(CO)O)O)O)O)O,50909874
9262,s_20713,CID50909884,CC1C(C(C(C(O1)OC(C(CO)O)C(CO)O)O)O)O,50909884
9263,s_20717,CID51136478,CCC(CCCOC1C(C(C(C(O1)CO)O)O)O)O,51136478
9264,s_20718,CID51340648,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.O,51340648
9265,s_20721,CID51340653,C1C(C(C(C(O1)(CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)O.O,51340653
9266,s_20722,CID51351765,CC1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O,51351765
9267,s_20723,CID51351815,C(C1C(C(C(C(O1)O)O)OC2C(C(C(O2)C(CO)O)O)O)O)O,51351815
9268,s_20724,CID51351816,C(C1C(C(C(C(O1)O)O)O)O)OC2C(C(C(O2)C(CO)O)O)O,51351816
9269,s_20746,CID52914458,C1C(C(C(C(O1)(CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,52914458
9270,s_20748,CID52921646,C1C(C(C(C(O1)OC2C(C(C(OC2O)CO)O)O)O)O)O,52921646
9271,s_20750,CID52994241,C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O.O,52994241
9272,s_20751,CID53239715,C(C1C(C(C(C(O1)O)OC2C(C(C(O2)C(CO)O)O)O)O)O)O,53239715
9273,s_20759,CID53393673,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O.O.O,53393673
9274,s_20762,CID53398670,C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O.O,53398670
9275,s_20780,CID53951057,CC(CCO)OC1C(C(C(C(O1)CO)O)O)O,53951057
9276,s_20781,CID54045554,C1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O,54045554
9277,s_20782,CID54129978,C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,54129978
9278,s_20788,CID54434891,CC1C(C(CC(O1)OC)O)OC,54434891
9279,s_20789,CID54486861,C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,54486861
9280,s_20791,CID54577411,C1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)(O)O,54577411
9281,s_20792,CID56609717,C1C(C(C(OC1OC2C(C(C(C(O2)CO)O)O)O)CO)O)O,56609717
9282,s_20803,CID57369599,C(C1C(C(C(C(O1)OCC(C(C(C(O)O)O)O)O)O)O)O)O,57369599
9283,s_20805,CID57384727,CCCCCOC1C(OC(C(C1O)O)OC)CO,57384727
9284,s_20806,CID57384973,CCCCCOCC1C(C(C(C(O1)OC)O)O)O,57384973
9285,s_20810,CID57470296,C1C(C(C(C(O1)(C(O)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,57470296
9286,s_20811,CID57488047,C(C1C(C(C(C(O1)O)OCC(CO)O)O)O)O,57488047
9287,s_20812,CID57494380,[CH]1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,57494380
9288,s_20813,CID57503980,COC(CO)COC1C(C(C(C(O1)CO)O)O)O,57503980
9289,s_20814,CID57504852,C(COCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,57504852
9290,s_20818,CID59163159,C1C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O,59163159
9291,s_20819,CID59284384,COC1C(C(C(C(O1)CO)O)O)OCC(C(C(CCO)O)O)O,59284384
9292,s_20822,CID60162291,C1C(C(C(C(O1)(CO)OC2C(OC(C(C2O)O)O)CO)O)O)O,60162291
9293,s_20824,CID66598918,[H+].C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,66598918
9294,s_20825,CID66599114,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC(CO)O)O)O)O)O,66599114
9295,s_20829,CID66646095,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O.O,66646095
9296,s_20830,CID66669737,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O.O,66669737
9297,s_20832,CID66675108,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.C(C(CO)O)O,66675108
9298,s_20833,CID66696082,CC(C(C)OC(CO)C(CO)O)OC1C(C(C(C(O1)CO)O)O)O,66696082
9299,s_20834,CID66696125,CCCOC1C(C(CC(O1)CO)O)O,66696125
9300,s_20835,CID66696263,CC(COC1C(C(C(C(O1)CO)O)O)O)OC(CO)C(CO)O,66696263
9301,s_20836,CID66722182,[H+].C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,66722182
9302,s_20837,CID66726383,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O.C(C(CO)O)O,66726383
9303,s_20843,CID66836514,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O.O.O,66836514
9304,s_20844,CID66846131,C1C(C(C(C(O1)(CO)OC2C(C(C(OC2O)CO)O)O)O)O)O,66846131
9305,s_20846,CID66849185,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.C(C(CO)O)O,66849185
9306,s_20847,CID66874017,C(CO)C(O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,66874017
9307,s_20850,CID66959484,C(C1C(C(C(C(O1)OC2C(C(C(O2)C(CO)O)O)O)O)O)O)O,66959484
9308,s_20852,CID67072633,C(C1C(C(C(C(O1)OCC(C(C(C(C(CO)O)O)O)O)O)O)O)O)O,67072633
9309,s_20855,CID67177807,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O.C(C(CO)O)O,67177807
9310,s_20860,CID67247301,C(C1C(C(C(C(O1)O)(O)OCC(CO)O)O)O)O,67247301
9311,s_20861,CID67349037,C(C1C(C(C(C(O1)O)OC2C(C(C(O2)CO)O)O)O)O)O,67349037
9312,s_20889,CID67451845,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O,67451845
9313,s_20890,CID67472765,COC(CO)C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O,67472765
9314,s_20892,CID67476020,C(COC1C(C(C(C(O1)CO)O)O)O)OCCOCl,67476020
9315,s_20893,CID67477525,C1C(C(C(O1)(CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,67477525
9316,s_20895,CID67534440,CC(CO)O.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,67534440
9317,s_20898,CID67555473,CCCOC1C(C(C(C(O1)CO)O)OC)O,67555473
9318,s_20899,CID67578274,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.[Na],67578274
9319,s_20902,CID67641695,COC1C(C(C(OC1OC)(CO)O)O)O,67641695
9320,s_20903,CID67657744,C(CO)O.C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,67657744
9321,s_20904,CID67673287,C(C1C(C(C(C(O1)O)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,67673287
9322,s_20910,CID67749698,CCCCCCOCC(COC1C(C(C(OC1O)CO)O)O)O,67749698
9323,s_20911,CID67749700,CCCCCOCC(COC1C(C(C(OC1O)CO)O)O)O,67749700
9324,s_20913,CID67770886,CC1OCC(C(O1)C(C(C)O)O)O,67770886
9325,s_20915,CID67787076,COC1C(C(C(OC1OCC(C(C(C(CO)(O)O)O)O)O)CO)O)O,67787076
9326,s_20917,CID67787489,CCOC1C(C(C(C(O1)(CO)O)O)O)OC,67787489
9327,s_20918,CID67797725,C(COC1C(C(C(C(O1)CO)O)O)O)OC2C(C(C(C(O2)CO)O)O)O,67797725
9328,s_20920,CID67817666,CCCCCOCC1C(C(C(C(O1)OCC)O)O)O,67817666
9329,s_20928,CID67921484,C(C1C(C(C(C(O1)OC2(C(C(O2)CO)O)CO)O)O)O)O,67921484
9330,s_20929,CID67921485,C1C(C(C(O1)(COC2C(C(C(C(O2)CO)O)O)O)O)O)O,67921485
9331,s_20940,CID68028651,CCOCCOCCOC1C(CC(C(O1)CO)O)O,68028651
9332,s_20943,CID68030194,C1C(C(C(OC1OCCO)CO)O)O,68030194
9333,s_20953,CID68216896,C(C1C(C(C(C(O1)OCC(C(C(O)O)O)O)O)O)O)O,68216896
9334,s_20959,CID68250129,CCCCOC1C(OC(C(C1OCCCC)O)OC)C,68250129
9335,s_20960,CID68253539,CCCCOC1C(OC(C(C1O)O)OC)C,68253539
9336,s_20962,CID68304742,C1C(C(OC(C1O)OC2C(C(C(C(O2)CO)O)O)O)CO)O,68304742
9337,s_20968,CID68326572,COCC1CC(C(C(O1)OC)O)O,68326572
9338,s_20969,CID68336367,C1C(C(OC1(CO)OC2C(C(C(C(O2)CO)O)O)O)CO)O,68336367
9339,s_20970,CID68338374,CC(C(C(CO)OC(CO)OC)OC1C(C(C(C(O1)CO)OC)O)O)O,68338374
9340,s_20971,CID68340058,CC1C(CC(C(O1)OC(C)C)O)O,68340058
9341,s_20978,CID68366113,CC(C(C(CO)OCOC1C(C(C(C(O1)CO)O)O)O)O)O,68366113
9342,s_20987,CID68376099,CCC(C)OC1C(C(CC(O1)CO)O)O,68376099
9343,s_20988,CID68393076,CCC(C(C(OCCO)OC1CC(COC1CO)O)O)O,68393076
9344,s_20991,CID68397312,C1C(C(C(OC1OCOC(CO)C(CO)O)CO)O)O,68397312
9345,s_20993,CID68417406,C1C(C(C(OC1OC2(C(C(C(O2)CO)O)O)CO)CO)O)O,68417406
9346,s_20994,CID68431858,CCO.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,68431858
9347,s_20995,CID68443554,CCCC(CO)OC1C(C(C(C(O1)CO)O)O)O,68443554
9348,s_20996,CID68526191,C(CO)COCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,68526191
9349,s_20998,CID68605670,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.C(C(CO)O)O,68605670
9350,s_20999,CID68621102,B(O)(O)OC(C(CO)O)C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O,68621102
9351,s_21006,CID68879014,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O.O,68879014
9352,s_21014,CID68977393,C1C(C(C(OC1OCC(C(C(C(CO)O)O)O)O)CO)O)O,68977393
9353,s_21020,CID69013279,CC1C(C(C(C(O1)OC(CO)C(C)O)OC)OC)O,69013279
9354,s_21027,CID69117899,C1C(C(C(O1)(C(COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,69117899
9355,s_21031,CID69196037,C(CCOC1C(C(C(OC1O)CO)O)O)CO,69196037
9356,s_21032,CID69196040,C(CCOC1C(C(C(C(O1)CO)O)O)O)CO,69196040
9357,s_21033,CID69206104,C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)COCC(CO)O)O)O)O)O)O)O,69206104
9358,s_21036,CID69428885,C(CO)O.C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,69428885
9359,s_21040,CID69536433,CCO.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.O,69536433
9360,s_21041,CID69537435,CCCCOCC(COC1C(C(C(OC1O)CO)O)O)O,69537435
9361,s_21043,CID69567545,C(C1C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,69567545
9362,s_21045,CID69569193,C1C(C(C(C(O1)OC2C(OC(C2O)CO)CO)O)O)O,69569193
9363,s_21053,CID69649439,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O.O,69649439
9364,s_21065,CID69942121,CCCCOC1C(C(CC(O1)CO)O)O,69942121
9365,s_21074,CID70153768,CCOC(C)OCC.C(C1C(C(C(C(O1)O)O)O)O)O,70153768
9366,s_21075,CID70237473,C1C(C(C(C(O1)OC(C2(C(C(C(CO2)O)O)O)O)O)O)O)O,70237473
9367,s_21076,CID70269959,CC1CC(OC(O1)C(CO)O)C(CO)O,70269959
9368,s_21081,CID70306987,C(COCCO)O.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,70306987
9369,s_21085,CID70331648,CCOC1C(C(CC(O1)CO)O)O,70331648
9370,s_21092,CID70433391,CCOC1C(C(C(C(O1)CO)O)O)OCCO,70433391
9371,s_21096,CID70671469,C1C(C(OC(C1O)OC2C(OCC(C2O)O)CO)CO)O,70671469
9372,s_21099,CID70806232,CC(C(C(C(C)O)OC1C(C(C(C(O1)CO)O)O)O)O)O,70806232
9373,s_21102,CID70832729,CCOC1C(OC(C(C1O)O)OCC)CO,70832729
9374,s_21104,CID70845657,CC(C)OC1C(OC(C(C1O)O)OC)CO,70845657
9375,s_21108,CID70872441,C(CO)COC1C(C(C(OC1O)CO)O)O,70872441
